Customer_ID,Customer_Name,Email,Product,Quantity,Price_Per_Item,Total_Price,Purchase_Date,Season,Season_Number,Recency,Avg_Order_Value,Cluster_Label,Segment,Suggested_Campaign
1274,Robert Brown,perezaaron@gmail.com,Blazer,2,3311,6622,2024-09-28,Autumn,3,190,3311.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1275,John Ferguson,victoriacruz@hotmail.com,Shorts,2,4613,9226,2023-06-03,Summer,0,673,4613.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1276,Russell Pena,jgriffith@hotmail.com,Umbrella,5,4522,22610,2024-08-19,Monsoon,4,230,4522.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1277,James Ellison,david41@hotmail.com,Loafers,2,3166,6332,2023-10-08,Autumn,3,546,3166.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1278,Catherine Horton,lyonsrhonda@mendez.com,Shorts,5,1373,6865,2023-08-16,Summer,0,599,1373.0,2,Lost Customers,Re-engagement Emails & Offers
1279,Billy Horne,markspencer@acevedo.org,Waterproof Shoes,2,3408,6816,2024-09-05,Monsoon,4,213,3408.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1280,Misty Aguilar,rachelmalone@gmail.com,Light Jacket,1,736,736,2024-03-09,Spring,2,393,736.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1281,Jessica Cherry,rhumphrey@mejia-peterson.org,Shorts,2,550,1100,2023-08-17,Summer,0,598,550.0,2,Lost Customers,Re-engagement Emails & Offers
1282,Andrew Rojas,trankimberly@yahoo.com,Scarf,1,3683,3683,2023-12-17,Winter,1,476,3683.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1283,John Long Jr.,baxtercorey@yahoo.com,Raincoat,1,4663,4663,2024-08-08,Monsoon,4,241,4663.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1284,Victoria Warren,gutierrezcathy@yahoo.com,Tank Top,4,4762,19048,2024-07-13,Summer,0,267,4762.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1285,Mr. Christopher Collins,linda66@huff.net,Scarf,3,4659,13977,2023-12-17,Winter,1,476,4659.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1286,Dr. Ricardo Miller,eric13@hotmail.com,Full-Sleeve Shirt,3,568,1704,2024-10-08,Autumn,3,180,568.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1287,Allison Hendricks,smithlisa@lewis.com,Loafers,1,2584,2584,2023-11-15,Autumn,3,508,2584.0,2,Lost Customers,Re-engagement Emails & Offers
1288,Alan Navarro,yjohnston@gmail.com,Shorts,5,4259,21295,2024-08-28,Summer,0,221,4259.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1289,Sonya Keith,beckeileen@barnes-fox.com,Cardigan,1,4274,4274,2023-11-20,Autumn,3,503,4274.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1290,Kevin Martin,kgonzalez@sanchez.com,Sneakers,3,1392,4176,2023-05-28,Spring,2,679,1392.0,2,Lost Customers,Re-engagement Emails & Offers
1291,Jason Preston,timothy58@yahoo.com,Sneakers,3,4794,14382,2023-05-27,Spring,2,680,4794.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1292,Sandra Smith,andrewcalhoun@yahoo.com,Tank Top,4,2189,8756,2024-06-21,Summer,0,289,2189.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1293,Luis Kent,morriskarla@quinn.net,Cardigan,2,812,1624,2023-10-23,Autumn,3,531,812.0,2,Lost Customers,Re-engagement Emails & Offers
1294,Geoffrey Rivera,julieguzman@miller.com,Blazer,1,1818,1818,2023-11-20,Autumn,3,503,1818.0,2,Lost Customers,Re-engagement Emails & Offers
1295,Deborah Jones,harryjones@gmail.com,Waterproof Shoes,3,4236,12708,2024-09-11,Monsoon,4,207,4236.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1296,David Barnett,cdaniel@gmail.com,Boots,4,789,3156,2024-02-21,Winter,1,410,789.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1297,Stefanie Coleman,shill@gmail.com,Boots,1,522,522,2023-01-22,Winter,1,805,522.0,2,Lost Customers,Re-engagement Emails & Offers
1298,Kristin Mcdonald,john67@nelson.com,Shorts,5,4805,24025,2024-08-16,Summer,0,233,4805.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1299,Jill Logan,michelebeard@gmail.com,Full-Sleeve Shirt,3,4849,14547,2024-11-23,Autumn,3,134,4849.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1300,Erica Adams,teresa48@hotmail.com,Jacket,2,605,1210,2023-01-08,Winter,1,819,605.0,2,Lost Customers,Re-engagement Emails & Offers
1301,Paul Rodriguez,wilsonmelissa@summers.biz,Jeans,3,668,2004,2024-03-03,Spring,2,399,668.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1302,Alexander Anderson,emily67@gmail.com,Light Jacket,1,4950,4950,2023-05-25,Spring,2,682,4950.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1303,Robert Johnson,margaretwilliams@hill-frazier.org,Jacket,3,3941,11823,2023-02-19,Winter,1,777,3941.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1304,Michael Garcia,michaelgreen@yahoo.com,Cardigan,2,800,1600,2023-09-04,Autumn,3,580,800.0,2,Lost Customers,Re-engagement Emails & Offers
1305,Jacob Henry,charlesgomez@gmail.com,Full-Sleeve Shirt,5,3794,18970,2024-09-28,Autumn,3,190,3794.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1306,Danielle Huffman,xchase@bowers-ross.com,Boots,5,1644,8220,2023-02-25,Winter,1,771,1644.0,2,Lost Customers,Re-engagement Emails & Offers
1307,Steven Robinson,michaelbutler@wall-li.com,Sneakers,3,1115,3345,2024-03-20,Spring,2,382,1115.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1308,Marie Johnson,freddixon@ayers.biz,Umbrella,5,4486,22430,2023-06-16,Monsoon,4,660,4486.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1309,Jennifer Carson,zachary73@johnson.com,Waterproof Shoes,5,758,3790,2023-06-10,Monsoon,4,666,758.0,2,Lost Customers,Re-engagement Emails & Offers
1310,Nicole Sellers,christinaford@buckley.com,Jeans,5,1210,6050,2025-05-06,Spring,2,-30,1210.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1311,John Martin,williamsscott@hotmail.com,T-Shirt,4,4893,19572,2024-04-08,Spring,2,363,4893.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1312,Sharon Holloway,debbie46@hotmail.com,Full-Sleeve Shirt,5,1035,5175,2024-10-26,Autumn,3,162,1035.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1313,Joanne Pittman,larrymcguire@yahoo.com,Cardigan,3,3682,11046,2024-11-04,Autumn,3,153,3682.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1314,Douglas Reed,jacksonisaac@chapman.com,Sneakers,2,3049,6098,2023-05-19,Spring,2,688,3049.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1315,Sheila Brown,wpatel@gmail.com,T-Shirt,1,4566,4566,2023-03-18,Spring,2,750,4566.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1316,Alan Palmer,jacobcollins@dixon.com,Boots,3,2972,8916,2025-02-11,Winter,1,54,2972.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1317,Brandon Johnson,vanessasellers@cook.com,Sunglasses,2,1206,2412,2023-08-25,Summer,0,590,1206.0,2,Lost Customers,Re-engagement Emails & Offers
1318,Shawn Flores,mayeramber@ortiz.org,Shorts,3,3775,11325,2024-08-13,Summer,0,236,3775.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1319,Michael Richardson,cartertiffany@aguilar.com,Waterproof Shoes,2,2699,5398,2023-08-23,Monsoon,4,592,2699.0,2,Lost Customers,Re-engagement Emails & Offers
1320,James Cohen,ahenry@carney-randall.com,Light Jacket,4,2322,9288,2023-05-12,Spring,2,695,2322.0,2,Lost Customers,Re-engagement Emails & Offers
1321,Mrs. Kelly Jones,ecruz@yahoo.com,Sneakers,2,4173,8346,2024-04-28,Spring,2,343,4173.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1322,Anthony Gibbs,sbranch@hotmail.com,Jacket,1,2241,2241,2024-02-08,Winter,1,423,2241.0,2,Lost Customers,Re-engagement Emails & Offers
1323,Erin James,frankdavis@ortega.biz,Scarf,2,1638,3276,2024-01-21,Winter,1,441,1638.0,2,Lost Customers,Re-engagement Emails & Offers
1324,Jordan Robbins,carrrenee@hotmail.com,Tank Top,3,2721,8163,2024-06-23,Summer,0,287,2721.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1325,Michael Martin,brownashley@schultz.com,Blazer,3,2776,8328,2024-09-24,Autumn,3,194,2776.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1326,Aaron Woodward,arthur37@harris-porter.org,Waterproof Shoes,1,3232,3232,2023-07-05,Monsoon,4,641,3232.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1327,Chelsea Zamora,ujohnson@pope.com,Scarf,1,2492,2492,2025-02-28,Winter,1,37,2492.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1328,Kaitlin Smith,daltontony@wagner.org,Sunglasses,3,2635,7905,2024-07-13,Summer,0,267,2635.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1329,Gregory Reeves,dorisacosta@johnson.com,T-Shirt,2,676,1352,2024-04-24,Spring,2,347,676.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1330,Brittney Key,kim28@hotmail.com,Sandals,5,3197,15985,2024-08-03,Summer,0,246,3197.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1331,Mr. Brian Allen,palmercarl@gill-richard.com,Blazer,4,4980,19920,2024-10-16,Autumn,3,172,4980.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1332,Pamela Pope,graymatthew@church.org,Shorts,2,3949,7898,2024-07-23,Summer,0,257,3949.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1333,Karen Hudson,ashleyanderson@yahoo.com,Umbrella,5,3783,18915,2024-08-14,Monsoon,4,235,3783.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1334,James Castro,kathryn45@rivers.com,Loafers,1,722,722,2023-09-05,Autumn,3,579,722.0,2,Lost Customers,Re-engagement Emails & Offers
1335,Stephanie Kent,christopherpeters@yahoo.com,Light Jacket,1,2638,2638,2023-04-02,Spring,2,735,2638.0,2,Lost Customers,Re-engagement Emails & Offers
1336,Tammy Moss,sawyerteresa@duarte-lloyd.com,Sneakers,5,561,2805,2025-03-23,Spring,2,14,561.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1337,Wyatt Acosta,vmoore@huang-sexton.com,Cardigan,1,809,809,2024-09-24,Autumn,3,194,809.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1338,Joshua Carey,jbrown@yahoo.com,Sunglasses,3,1186,3558,2025-06-28,Summer,0,-83,1186.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1339,Crystal Ortiz,cynthiashaw@cunningham.net,Cardigan,2,2234,4468,2024-10-22,Autumn,3,166,2234.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1340,Jeffrey Crawford,edwardwilliams@henry.com,Tank Top,1,4175,4175,2024-07-04,Summer,0,276,4175.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1341,David Smith,christopher66@gmail.com,Sweater,4,4337,17348,2024-12-14,Winter,1,113,4337.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1342,Erica Stanley,halegrace@gmail.com,Light Jacket,2,1717,3434,2023-05-11,Spring,2,696,1717.0,2,Lost Customers,Re-engagement Emails & Offers
1343,Kevin Sheppard,larrygutierrez@medina.com,Loafers,4,1286,5144,2024-09-22,Autumn,3,196,1286.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1344,Alicia Rivera,randall75@hotmail.com,Sunglasses,1,3405,3405,2024-06-05,Summer,0,305,3405.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1345,Nicholas Black,woodtiffany@adams-williams.org,Scarf,2,4530,9060,2023-01-22,Winter,1,805,4530.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1346,Terry Curry,schmidtsandra@yahoo.com,Umbrella,2,942,1884,2024-09-17,Monsoon,4,201,942.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1347,Bruce Gonzalez,tim40@gmail.com,Raincoat,1,2234,2234,2023-09-09,Monsoon,4,575,2234.0,2,Lost Customers,Re-engagement Emails & Offers
1348,Michael Dougherty,sullivanbrad@hotmail.com,T-Shirt,5,3789,18945,2024-03-22,Spring,2,380,3789.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1349,Samantha Lloyd,joneselizabeth@gmail.com,T-Shirt,4,4262,17048,2023-04-10,Spring,2,727,4262.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1350,Ebony Taylor,bradley23@gmail.com,Shorts,1,2859,2859,2024-07-18,Summer,0,262,2859.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1351,Erik Robertson,gregory79@moreno.com,Umbrella,1,2069,2069,2024-08-10,Monsoon,4,239,2069.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1352,Terry Joseph,rodriguezduane@moreno.info,Boots,5,1565,7825,2024-02-18,Winter,1,413,1565.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1353,Peggy Haney,stevencook@hotmail.com,Boots,1,4489,4489,2024-01-23,Winter,1,439,4489.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1354,Rhonda Bailey,jhart@newman.com,Loafers,4,2953,11812,2024-10-28,Autumn,3,160,2953.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1355,Debra Gutierrez,nhammond@brown-brown.com,Cardigan,3,2536,7608,2024-11-11,Autumn,3,146,2536.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1356,Jared Lang,sandra20@yahoo.com,Boots,5,876,4380,2023-02-01,Winter,1,795,876.0,2,Lost Customers,Re-engagement Emails & Offers
1357,Charles Hall,adamrodriguez@hotmail.com,Sneakers,1,514,514,2024-03-28,Spring,2,374,514.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1358,Brian Smith,lucasdavid@simpson.info,Loafers,1,4386,4386,2024-10-21,Autumn,3,167,4386.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1359,Lisa Hood,lawrence09@mckay.org,Shorts,3,4807,14421,2024-06-21,Summer,0,289,4807.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1360,Eddie Davis,bakerjoseph@hotmail.com,Light Jacket,2,1240,2480,2024-04-11,Spring,2,360,1240.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1361,Katelyn Juarez,debra16@yahoo.com,Tank Top,1,4295,4295,2024-08-17,Summer,0,232,4295.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1362,Destiny Mckay,ywilliams@moran.com,T-Shirt,1,1140,1140,2024-04-08,Spring,2,363,1140.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1363,James Cobb Jr.,ian05@hotmail.com,Waterproof Shoes,1,4052,4052,2023-08-15,Monsoon,4,600,4052.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1364,Matthew Sexton,xcole@riddle.com,Sneakers,2,2250,4500,2023-04-19,Spring,2,718,2250.0,2,Lost Customers,Re-engagement Emails & Offers
1365,Sarah Moreno,denniswallace@knight.info,Umbrella,2,4316,8632,2023-06-15,Monsoon,4,661,4316.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1366,Megan Levy,jodyromero@gmail.com,Sneakers,1,3283,3283,2024-05-15,Spring,2,326,3283.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1367,Deanna Baker,ijohnston@yahoo.com,Full-Sleeve Shirt,2,2340,4680,2023-10-02,Autumn,3,552,2340.0,2,Lost Customers,Re-engagement Emails & Offers
1368,Amanda Davis,jamesesparza@gmail.com,Sneakers,5,3208,16040,2024-04-10,Spring,2,361,3208.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1369,Justin Humphrey,michael79@jones.com,Blazer,4,4162,16648,2023-11-28,Autumn,3,495,4162.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1370,Charlene Schroeder,david06@anderson.org,T-Shirt,5,1979,9895,2023-05-28,Spring,2,679,1979.0,2,Lost Customers,Re-engagement Emails & Offers
1371,Carmen Patterson,tanner55@gmail.com,Jeans,3,1550,4650,2024-05-07,Spring,2,334,1550.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1372,Nicholas Davis,maria92@hotmail.com,Tank Top,3,1731,5193,2023-08-22,Summer,0,593,1731.0,2,Lost Customers,Re-engagement Emails & Offers
1373,Marcus Wright,kendrachristian@hotmail.com,Sunglasses,3,3189,9567,2023-06-11,Summer,0,665,3189.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1374,John Williams,bjackson@gmail.com,Sneakers,1,2329,2329,2023-04-17,Spring,2,720,2329.0,2,Lost Customers,Re-engagement Emails & Offers
1375,Amy Anderson,kbrown@gmail.com,Jeans,2,4253,8506,2024-04-05,Spring,2,366,4253.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1376,Carrie Cantu,reyesjames@hotmail.com,Loafers,4,1349,5396,2023-10-01,Autumn,3,553,1349.0,2,Lost Customers,Re-engagement Emails & Offers
1377,Lindsey Ramirez,ibarradavid@pruitt-brown.com,Full-Sleeve Shirt,2,2001,4002,2024-11-05,Autumn,3,152,2001.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1378,Kyle Jenkins,courtney52@hotmail.com,Shorts,3,609,1827,2024-06-16,Summer,0,294,609.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1379,James Chen DVM,sandovalashley@franklin-martin.biz,Sneakers,4,2147,8588,2024-05-06,Spring,2,335,2147.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1380,Kristen Miller,bnovak@hansen.com,Sneakers,3,1840,5520,2024-04-10,Spring,2,361,1840.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1381,Kenneth Jones,nicholsveronica@gmail.com,Waterproof Shoes,3,2031,6093,2023-09-22,Monsoon,4,562,2031.0,2,Lost Customers,Re-engagement Emails & Offers
1382,Lisa Warren,laurabell@hotmail.com,Raincoat,5,3465,17325,2023-07-13,Monsoon,4,633,3465.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1383,Stephen Gutierrez,vkeller@yahoo.com,Jacket,1,1928,1928,2024-01-08,Winter,1,454,1928.0,2,Lost Customers,Re-engagement Emails & Offers
1384,Lisa Black,aalexander@gmail.com,Loafers,2,4781,9562,2023-11-28,Autumn,3,495,4781.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1385,Amber Anderson,tony11@cunningham.net,T-Shirt,3,1977,5931,2023-05-24,Spring,2,683,1977.0,2,Lost Customers,Re-engagement Emails & Offers
1386,Ricky Sutton,chad79@hotmail.com,T-Shirt,4,1191,4764,2024-03-23,Spring,2,379,1191.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1387,Julia Terry,bryanpowell@yahoo.com,Umbrella,5,3125,15625,2024-09-20,Monsoon,4,198,3125.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1388,Hannah Hoffman,jessica54@hotmail.com,Boots,1,2430,2430,2024-02-06,Winter,1,425,2430.0,2,Lost Customers,Re-engagement Emails & Offers
1389,Robert Welch,james35@yahoo.com,Shorts,3,1736,5208,2023-08-08,Summer,0,607,1736.0,2,Lost Customers,Re-engagement Emails & Offers
1390,Sarah Martin,nathanhunt@gmail.com,Jeans,3,4697,14091,2024-05-15,Spring,2,326,4697.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1391,Scott Copeland MD,wrightmichael@hall.org,Sneakers,3,947,2841,2024-03-20,Spring,2,382,947.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1392,Jacob Davis,dyermelissa@peters-ingram.biz,Raincoat,4,4996,19984,2025-06-22,Monsoon,4,-77,4996.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1393,Destiny Smith,chandlerroger@gmail.com,Jacket,4,3046,12184,2023-02-23,Winter,1,773,3046.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1394,Jennifer Meyer,pamela78@poole.com,Jacket,2,4273,8546,2024-12-24,Winter,1,103,4273.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1395,Bryan Rivas,rdavenport@gmail.com,Loafers,2,2536,5072,2024-11-10,Autumn,3,147,2536.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1396,Ryan Evans,millerthomas@yahoo.com,Blazer,4,507,2028,2024-11-21,Autumn,3,136,507.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1397,Taylor Peters,tcameron@gmail.com,Sunglasses,5,1310,6550,2023-07-17,Summer,0,629,1310.0,2,Lost Customers,Re-engagement Emails & Offers
1398,Laura Dawson,michaelbryant@hotmail.com,Sunglasses,5,3840,19200,2024-06-28,Summer,0,282,3840.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1399,Jacob Mayer,flynn@yahoo.com,Waterproof Shoes,5,4084,20420,2024-06-10,Monsoon,4,300,4084.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1400,Russell Delgado,jonathanmiller@keller-cook.com,Sweater,5,4643,23215,2023-02-20,Winter,1,776,4643.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1401,Ann James,linda14@gordon-duran.org,Sneakers,3,693,2079,2024-04-24,Spring,2,347,693.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1402,Scott Armstrong,mariahrodriguez@warren.info,Tank Top,2,2155,4310,2024-08-23,Summer,0,226,2155.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1403,John Hanson,rroy@gmail.com,Blazer,3,4126,12378,2023-11-19,Autumn,3,504,4126.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1404,Erin Diaz,davidanderson@yahoo.com,Umbrella,4,510,2040,2024-06-15,Monsoon,4,295,510.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1405,Jeffrey Costa,beanlauren@gmail.com,Full-Sleeve Shirt,3,4572,13716,2024-09-27,Autumn,3,191,4572.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1406,Tammy Vazquez,nancy64@duarte-howard.com,Light Jacket,2,3022,6044,2023-05-15,Spring,2,692,3022.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1407,Morgan Bowen,william70@yahoo.com,Loafers,2,1969,3938,2024-11-13,Autumn,3,144,1969.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1408,Patrick Nunez,michael23@hotmail.com,T-Shirt,5,2748,13740,2024-03-04,Spring,2,398,2748.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1409,Mariah Hernandez,lydia40@greene.info,Loafers,3,3941,11823,2024-09-17,Autumn,3,201,3941.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1410,Andrew Prince,fernando44@hotmail.com,Umbrella,1,1114,1114,2023-07-01,Monsoon,4,645,1114.0,2,Lost Customers,Re-engagement Emails & Offers
1411,Rhonda White,lmichael@gmail.com,Sneakers,5,1304,6520,2023-03-23,Spring,2,745,1304.0,2,Lost Customers,Re-engagement Emails & Offers
1412,Shelby Rogers,wonggregory@jones-hayes.com,Raincoat,2,4735,9470,2024-06-21,Monsoon,4,289,4735.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1413,Donna Holden,millerdaniel@russo.com,Full-Sleeve Shirt,2,4923,9846,2023-09-14,Autumn,3,570,4923.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1414,Curtis Johnson,franklincindy@dunn.com,Boots,5,3110,15550,2024-01-04,Winter,1,458,3110.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1415,Christopher Burton,brianhanna@yahoo.com,Loafers,3,3460,10380,2024-10-24,Autumn,3,164,3460.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1416,Jason Mcdonald,jacobsmargaret@hotmail.com,Sandals,2,1211,2422,2024-06-26,Summer,0,284,1211.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1417,Elizabeth Choi,anthonygarcia@madden-nichols.biz,Boots,3,978,2934,2025-12-09,Winter,1,-247,978.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1418,Roberta Pratt,parkseric@cochran-pierce.com,Full-Sleeve Shirt,5,3327,16635,2023-11-28,Autumn,3,495,3327.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1419,Jay Johnson,bonnieaguilar@hotmail.com,T-Shirt,4,3459,13836,2024-04-09,Spring,2,362,3459.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1420,James Irwin,anthonyhall@yahoo.com,Shorts,5,2643,13215,2023-06-28,Summer,0,648,2643.0,2,Lost Customers,Re-engagement Emails & Offers
1421,Cheryl King,douglas00@carter.com,Jacket,4,3058,12232,2025-02-11,Winter,1,54,3058.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1422,Kelly Khan,tiffany88@hotmail.com,Jeans,5,3364,16820,2023-03-04,Spring,2,764,3364.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1423,Cynthia Swanson,josephsullivan@escobar-meyer.com,Boots,1,3408,3408,2023-12-28,Winter,1,465,3408.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1424,Amy Hall,wareleslie@hotmail.com,Sweater,3,2410,7230,2024-02-14,Winter,1,417,2410.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1425,Kayla Barton,ykeller@mccullough.biz,Raincoat,3,532,1596,2024-08-08,Monsoon,4,241,532.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1426,Eric Hatfield,arthurbrown@gomez.com,Jacket,2,1120,2240,2024-02-16,Winter,1,415,1120.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1427,Benjamin Wright,youngdylan@castro.com,Umbrella,5,3357,16785,2024-09-10,Monsoon,4,208,3357.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1428,Jacqueline Morales,oscarjohnston@pacheco.com,Jeans,5,2857,14285,2024-04-13,Spring,2,358,2857.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1429,Michelle Murphy,tjohnson@gilbert.com,Light Jacket,4,891,3564,2024-03-28,Spring,2,374,891.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1430,Michelle Williams,alejandrazamora@stewart-vasquez.net,Boots,1,3669,3669,2023-12-28,Winter,1,465,3669.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
